,视频标题,视频地址,作者,综合得分,播放数,弹幕数,投币数,点赞数,点踩数,分享数,收藏数
75,进来抄作业！万年回购的双十一购物分享！收藏夹警告！,https://www.bilibili.com/video/BV1PP4y157jA,达达达布溜-,103714,236652,2602,3229,20157,0,277,3151
76,秋冬内搭合集！脱掉外套也美丽｜百搭又保暖 ｜5个冬日韩系LOOK,https://www.bilibili.com/video/BV1p34y1Z7X8,五百-,103487,64100,391,502,3741,0,103,792
77,【May】双十一超爽开箱来啦！一波新衣服·爱用品囤货·彩妆护肤,https://www.bilibili.com/video/BV1ef4y1T7Cg,lyumay,102394,61072,1664,1536,3208,0,36,798
78,普通长相如何抄出仙贵感!你离刘亦菲只差一个变美思维！,https://www.bilibili.com/video/BV1G44y147ba,梁大件,102086,1601515,3415,24997,77546,0,4719,59074
79,救命！我一直以为这是个高定品牌，谁让他家把成衣做得如此优秀呢,https://www.bilibili.com/video/BV1Rg411K7L6,萌德-,101978,56937,41,232,2431,0,34,1579
80,从没有辨识度到男女通吃的氛围感美女，易梦玲的变美思路值得很多普通女孩子学习,https://www.bilibili.com/video/BV1xS4y1d7ya,十一的看脸日记,100664,75666,36,4,3920,0,20,254
81,教你盘发,https://www.bilibili.com/video/BV1Xv411u749,与你一起出发,100570,160216,9,254,3933,0,216,4174
82,不装了！一秒告别假胯宽？！低至15元的秋季吃穿住行大赏！,https://www.bilibili.com/video/BV14v411M7mu,美少宇本宇,99820,61051,3795,733,4765,0,54,463
83,阿玛尼官网疯了吧？？！60多一支唇釉405/415/206，折合国内2折,https://www.bilibili.com/video/BV1MF411Y7iM,钱芊安,98945,71421,14,855,1960,0,746,607
84,金   刚   芭   比,https://www.bilibili.com/video/BV1k44y1e7yB,爱普罗西,98544,40220,603,3076,4583,0,40,719
85,越来越多妹子剪了“挂耳短发”，减龄不过时，不烫不染都很美,https://www.bilibili.com/video/BV1q44y1e7xF,燃烧的短发,97586,110950,52,52,1393,0,90,1077
86,三分钟 头发蓬松定型 | 在台风中独自美丽~,https://www.bilibili.com/video/BV1YQ4y1m7qj,晓观队长,96547,182055,645,2500,9108,0,239,7071
87,在夕阳下化妆 真的能变成氛围美女吗~？！,https://www.bilibili.com/video/BV1cR4y1t7Wd,喂喂喂韦蚕蚕,96481,53892,605,880,5436,0,84,365
88,“她是奔跑在人间的另一个月亮”绝美小众穿搭｜少女的宝藏衣橱3.0～！,https://www.bilibili.com/video/BV1Xf4y1u7Hm,不太妙_,95442,44206,39,101,3407,0,82,1664
89,快速拯救 发量少 颅顶低！发饰秘籍，有手就会！｜女神进化论,https://www.bilibili.com/video/BV1RQ4y167K1,女神进化论HiBetterMe,94689,359225,848,14130,37579,0,1680,39036
90,冬天里的一抹亮色｜温暖穿搭,https://www.bilibili.com/video/BV1nP4y157NK,莓柿儿,93759,57365,32,115,2340,0,88,1193
91,太难了！和刘昊然撞衫竟然被网暴？,https://www.bilibili.com/video/BV1mq4y1r74M,AHALOLO的BiBi生活,93525,43961,753,1804,5318,0,70,533
92,188 120｜高个子秋冬保暖穿搭｜羽绒服合集｜日常休闲,https://www.bilibili.com/video/BV1eL411u795,月葉葉子,92678,63905,36,62,1326,0,188,1321
93,氛围感拉满！自带C位光环的香槟节日妆～,https://www.bilibili.com/video/BV1E34y1Z7Em,sky盖盖_,91654,61899,1707,1334,2621,0,63,850
94,男生别看了，爱化妆的女生必备…,https://www.bilibili.com/video/BV1sR4y1E7vD,虎哥大长腿,91007,64458,1,9,2561,0,33,828
95,叮～～您的NINGNING已上线｜NINGNING仿妆｜lulupang露露胖,https://www.bilibili.com/video/BV1pf4y1T7ZD,LULUPANG_露露胖,89440,55678,113,292,4412,0,54,466
96,将极端哥特打扮成 IG 模特,https://www.bilibili.com/video/BV193411b7i9,internet-boy,88966,112162,92,32,9607,0,62,626
97,终于找到了好看又抗冻的厚外套！16件冬日厚外套合集｜百元小众 精致过冬～,https://www.bilibili.com/video/BV1TL411u7Aa,大懒每天都很拉风,86843,51354,851,402,1672,0,54,1129
98,【高效祛痘】你腮帮子长痘？腮边长痘原因大揭秘，看完换你光滑肌肤！,https://www.bilibili.com/video/BV1aF411a73t,BEOE护肤,84816,96968,40,105,908,0,144,857
99,盘点全网理发翻车名场面，少女一秒变大妈，网友：报警吧,https://www.bilibili.com/video/BV1LT4y1d7xL,无语的头发,84271,307854,654,56,5001,0,714,653
